property_id,parcel_id,permit_number,permit_type,work_type,occupancy_type,status,milestone,value,dwelling_units_new,dwelling_units_eliminated,issue_date,complete_date,work_description,match_method,source_id
parcel-3402924140060,3402924140060,BLDG1168178,Commercial,Remodel,Comm,Closed,Closed,72450.0,,,2026-03-19,2026-04-30,"REPAIR/REPLACE VESTIBULE WINDOWS/DOORS BUILDINGS 2433 & 2419 const type: IB occupancy: R2 2020 MSBC architect: 18710 - Adsit, Mina",parcel_apn,minneapolis_ccs_permits_current
parcel-3402924140060,3402924140060,BLDG1168164,Commercial,Remodel,Comm,Issued,Final Inspection,72450.0,,,2026-03-19,,replace vestibule storefront and doors. certificate of occupancy required: no special inspections required: no const type: 1B occupancy: R-2 2020 MSBC architect: Mina Adsit #18710,parcel_apn,minneapolis_ccs_permits_current
parcel-3402924140060,3402924140060,BLDG797125,Mechanical,Comm-MFD,MFD,Closed,Closed,30775.0,,,2019-10-07,2021-07-23,REPLACE 7.5 TON AHU & CONDENSING UNIT,parcel_apn,minneapolis_ccs_permits_current
parcel-3402924140060,3402924140060,BLDG797123,Mechanical,Comm-MFD,MFD,Closed,Closed,30775.0,,,2019-10-07,2021-07-23,REPLACE 7.5 TON AHU & CONDENSING UNIT,parcel_apn,minneapolis_ccs_permits_current
parcel-3402924140060,3402924140060,BLDG700191,Plumbing,ComNoFdBv,,Closed,Closed,,,,2018-03-22,2020-02-19,replace water heater for 1st through 3rd floors in boiler room,parcel_apn,minneapolis_ccs_permits_current
parcel-3402924140015,3402924140015,BLDG1106300,Mechanical,ExistRes,SFD,Expired,Expired,,,,2025-02-11,,Replace existing furnace with 60K BTU 2-Stage w/Ecm High Eff 96% Goodman furnace,parcel_apn,minneapolis_ccs_permits_current
parcel-3402924130104,3402924130104,BLDG898898,Commercial,Remodel,Comm,Closed,Closed,30000.0,,,2021-07-27,2022-03-16,"Remove and replace 9 antennas, jumpers, radio units Engineer: Mach #42357 All ""Cable Route"" shown exterior of the building",parcel_apn,minneapolis_ccs_permits_current
parcel-3402924130104,3402924130104,BLDG710830,Commercial,Remodel,MFD,Expired,Expired,2500.0,,,2018-05-23,,minor water damage repairs on 3rd and 4th floors due to sprinkler head deployment. sck,parcel_apn,minneapolis_ccs_permits_current
parcel-3402924110085,3402924110085,BLDG1083459,Plumbing,Res,TFD,Expired,Expired,,,,2024-09-12,,replace gas dryer,parcel_apn,minneapolis_ccs_permits_current
parcel-3402924110085,3402924110085,BLDG664325,Plumbing,Res,,Closed,Closed,,,,2017-07-07,2019-10-01,replace gas dryer,parcel_apn,minneapolis_ccs_permits_current
parcel-3302924420003,3302924420003,BLDG932035,Plumbing,Res,SFD,Closed,Closed,,,,2022-03-17,2022-08-02,REMODEL EXISTING PROPERTY,parcel_apn,minneapolis_ccs_permits_current
parcel-3302924420003,3302924420003,BLDG930324,Mechanical,ExistRes,SFD,Closed,Closed,,,,2022-03-07,2022-09-20,Re-do all return ductwork (6#),parcel_apn,minneapolis_ccs_permits_current
parcel-3302924420003,3302924420003,BLDG926971,Res,Remodel,SFD,Closed,Closed,64200.0,,,2022-02-23,2022-09-20,FIRE DAMAGED RESTORATION REPAIR WORK ON MAIN AND 2ND FLOOR OF EXISTING SINGLE FAMILY HOUSE. AAJ (PROJECT DOX PLANS AND DOCUMENTS). - REMODEL EXISTING MAIN AND 2ND FLOOR AS NOTED ON ATTACHED WORK SPECIFICATIONS WORKSHEETS AND SCOPE OF WORK DOCUMENTS S,parcel_apn,minneapolis_ccs_permits_current
parcel-3302924410156,3302924410156,BLDG1166588,Mechanical,ExistRes,SFD,Closed,Closed,,,,2026-02-27,2026-03-05,"Replace 96% eff 2 stage gas valve with ECM blower 60,000 btu",parcel_apn,minneapolis_ccs_permits_current
parcel-3302924410156,3302924410156,BLDG928580,Plumbing,Res,SFD,Closed,Closed,,,,2022-03-24,2023-06-07,METER MOVE Q2 - 2021 BATCH #41,parcel_apn,minneapolis_ccs_permits_current
parcel-3102923430213,3102923430213,BLDG720429,Plumbing,Res,,Closed,Closed,,,,2018-07-26,2020-01-16,"Replace Water Heater. Al Champagne, [contact omitted]",parcel_apn,minneapolis_ccs_permits_current
parcel-3102923420049,3102923420049,BLDG1093569,Res,Misc,SFD,Closed,Closed,15000.0,,,2024-11-08,2024-11-20,Siding Replacement,parcel_apn,minneapolis_ccs_permits_current
parcel-3102923420020,3102923420020,BLDG908019,Plumbing,Res,,Closed,Closed,,,,2021-09-14,2022-10-11,Replace one gas water heater. [contact omitted],parcel_apn,minneapolis_ccs_permits_current
parcel-3102923340095,3102923340095,BLDG974269,Res,Misc,SFD,Closed,Closed,7500.0,,,2022-12-07,2022-12-09,Remove existing asphalt shingles at house and garage and replace with new asphalt shingles,parcel_apn,minneapolis_ccs_permits_current
parcel-3102923340095,3102923340095,BLDG972288,Res,Misc,SFD,Closed,Closed,4200.0,,,2022-11-16,2022-12-09,Remove and replace siding,parcel_apn,minneapolis_ccs_permits_current
parcel-3102923340095,3102923340095,BLDG807660,Plumbing,Res,,Closed,Closed,,,,2019-11-29,2022-10-27,INSTALL WATER HEATER,parcel_apn,minneapolis_ccs_permits_current
parcel-3102923340082,3102923340082,BLDG1109254,Res,Misc,SFD,Closed,Closed,29908.0,,,2025-03-13,2025-05-13,"EXTERIOR WORK: New Roof, New Siding, New Gutters",parcel_apn,minneapolis_ccs_permits_current
parcel-3102923330018,3102923330018,BLDG1064820,Res,Misc,SFD,Closed,Closed,7500.0,,,2024-06-07,2024-08-01,Remove existing asphalt shingles at roof and replace with new architectural style asphalt shingles,parcel_apn,minneapolis_ccs_permits_current
parcel-3102923330018,3102923330018,BLDG1062205,Res,Misc,SFD,Closed,Closed,71357.0,,,2024-05-23,2024-08-01,Removing old siding installing tyvek house wrap and new siding.,parcel_apn,minneapolis_ccs_permits_current
parcel-3102923310099,3102923310099,BLDG1131676,Res,Misc,SFD,Closed,Closed,33018.0,,,2025-07-11,2025-10-16,"replace windows, shingles, siding soffit/facsia",parcel_apn,minneapolis_ccs_permits_current
parcel-3102923310099,3102923310099,BLDG754436,Mechanical,ExistRes,SFD,Closed,Closed,,,,2019-02-18,2019-03-28,install hi eff furnace,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG1167196,Plumbing,ComMin,Comm,Issued,Inspection,,,,2026-03-05,,Replace water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG1165920,Plumbing,Res,SFD,Closed,Closed,,,,2026-02-25,2026-03-19,40 gallon water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG1165919,Plumbing,Res,SFD,Closed,Closed,,,,2026-02-25,2026-03-19,40 gallon water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG1157244,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-16,,METER MOVE Q3 - 2025 BATCH #5,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG1157243,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-16,,METER MOVE Q3 - 2025 BATCH #5,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG1157235,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-16,,METER MOVE Q3 - 2025 BATCH #5,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG1157231,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-16,,METER MOVE Q3 - 2025 BATCH #4,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG1151679,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG1151678,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG1151677,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG1151676,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG1151674,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG1151673,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG1151539,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG1151537,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG1151536,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG1151535,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG1097584,Plumbing,ComMin,,Issued,Final Inspection,,,,2024-11-26,,Replace gas dryer -2845 Delaware St SE,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG1011515,Plumbing,ComMin,MFD,Closed,Closed,,,,2023-08-08,2025-06-17,INSTALL GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG728583,Mechanical,Comm-MFD,MFD,Closed,Closed,3000.0,,,2018-09-17,2020-10-27,One Bath Fan and Furnace. Verify furnace vent and combustion air,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG728582,Mechanical,Comm-MFD,MFD,Closed,Closed,3000.0,,,2018-09-17,2020-10-27,One Bath Fan and Furnace. Verify furnace vent and combustion air,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG728581,Mechanical,Comm-MFD,MFD,Closed,Closed,3000.0,,,2018-09-17,2020-10-27,One Bath Fan and Furnace. Verify furnace vent and combustion air,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG728580,Mechanical,Comm-MFD,MFD,Closed,Closed,3000.0,,,2018-09-17,2020-10-27,One Bath Fan and Furnace. Verify furnace vent and combustion air.,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG728577,Mechanical,Comm-MFD,MFD,Closed,Closed,3000.0,,,2018-09-17,2020-10-27,One Bath Fan and Furnace. Verify furnace vent and combustion air,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG728567,Mechanical,Comm-MFD,MFD,Closed,Closed,3000.0,,,2018-09-17,2020-10-27,One Bath Fan and Furnace & Dryer vent. Verify furnace vent and combustion air,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG728711,Plumbing,ComNoFdBv,MFD,Expired,Expired,,,,2018-09-13,,REPLACE WATER HEATER,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG672932,Plumbing,ComNoFdBv,,Closed,Closed,,,,2017-08-30,2019-06-07,replace venting to dryer,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG658348,Mechanical,Comm-MFD,MFD,Closed,Closed,500.0,,,2017-06-02,2017-06-16,Install bath fan Change out furnace Heat Loss - 34000 Appliance Input - 40000 Appliance Name - Goodman Model # - GMEC960402BN,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG658347,Mechanical,Comm-MFD,MFD,Closed,Closed,500.0,,,2017-06-02,2017-06-14,Install bath fan & fresh air intake,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923420029,3002923420029,BLDG658346,Mechanical,Comm-MFD,MFD,Closed,Closed,500.0,,,2017-06-02,2017-06-16,Install bath fan & dryer vent,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1182395,Mechanical,ComMFDRR,MFD,Issued,Inspection,4000.0,,,2026-06-02,,MPHA replace furnace,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1181056,Mechanical,ComMFDRR,Comm,Closed,Closed,3000.0,,,2026-05-21,2026-06-02,Replace Furnace,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1165792,Plumbing,Res,,Closed,Closed,,,,2026-02-23,2026-03-19,Replace 40 gallon water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1157696,Plumbing,Res,SFD,Issued,Inspection,,,,2026-01-09,,METER MOVE Q3 - 2025 BATCH #12,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1157695,Plumbing,Res,SFD,Issued,Inspection,,,,2026-01-09,,METER MOVE Q3 - 2025 BATCH #12,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1157694,Plumbing,Res,SFD,Issued,Inspection,,,,2026-01-09,,METER MOVE Q3 - 2025 BATCH #12,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1157693,Plumbing,Res,SFD,Issued,Inspection,,,,2026-01-09,,METER MOVE Q3 - 2025 BATCH #12,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1157689,Plumbing,Res,SFD,Issued,Inspection,,,,2026-01-09,,METER MOVE Q3 - 2025 BATCH #12,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1157711,Plumbing,Res,SFD,Issued,Inspection,,,,2026-01-06,,METER MOVE Q3 - 2025 BATCH #12,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1156358,Mechanical,ComMFDRR,TH,Issued,Inspection,4000.0,,,2025-12-22,,replace furnace,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1157682,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-17,,METER MOVE Q3 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1157673,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-17,,METER MOVE Q3 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1157672,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-17,,METER MOVE Q3 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1157670,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-17,,METER MOVE Q3 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1157668,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-17,,METER MOVE Q3 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1157666,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-17,,METER MOVE Q3 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1157664,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-17,,METER MOVE Q3 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1157662,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-17,,METER MOVE Q3 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1157660,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-17,,METER MOVE Q3 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1157242,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-16,,METER MOVE Q3 - 2025 BATCH #5,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1157241,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-16,,METER MOVE Q3 - 2025 BATCH #5,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1157233,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-16,,METER MOVE Q3 - 2025 BATCH #4,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1157232,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-16,,METER MOVE Q3 - 2025 BATCH #4,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1151687,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1151686,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1151685,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1151684,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1151683,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1151682,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1151681,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG1151538,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG966315,Plumbing,ComMin,MFD,Closed,Closed,,,,2022-10-07,2024-01-31,REPLACE GAS DRYER,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG803320,Plumbing,Res,,Closed,Closed,,,,2020-02-27,2020-05-18,METER MOVE - Q2 2019 BATCH 23,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG729255,Mechanical,Comm-MFD,MFD,Closed,Closed,1056.0,,,2018-10-01,2018-10-02,INSTALL BATH FAN AND DRYER VENT,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG729771,Mechanical,Comm-MFD,MFD,Closed,Closed,3000.0,,,2018-09-24,2019-10-09,40mbh FURNACE PLUS VENTILATION WORK (BATH FAN),parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG729766,Mechanical,Comm-MFD,MFD,Closed,Closed,3000.0,,,2018-09-24,2019-10-09,40mbh FURNACE PLUS VENTILATION WORK (BATH FAN),parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG729759,Mechanical,Comm-MFD,MFD,Closed,Closed,3000.0,,,2018-09-24,2020-10-28,40mbh FURNACE PLUS VENTILATION WORK (BATH FAN & DRYER),parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG729758,Mechanical,Comm-MFD,MFD,Closed,Closed,3000.0,,,2018-09-24,2020-10-28,40mbh FURNACE PLUS VENTILATION WORK (BATH FAN & DRYER),parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG729757,Mechanical,Comm-MFD,MFD,Closed,Closed,3000.0,,,2018-09-24,2020-10-28,40mbh FURNACE PLUS VENTILATION WORK (BATH FAN ),parcel_apn,minneapolis_ccs_permits_current
parcel-3002923310004,3002923310004,BLDG729756,Mechanical,Comm-MFD,MFD,Closed,Closed,3000.0,,,2018-09-24,2020-10-28,40mbh FURNACE PLUS VENTILATION WORK (BATH FAN & DRYER),parcel_apn,minneapolis_ccs_permits_current
