property_id,parcel_id,source_ids,sale_date,sale_value,assessed_land_value,assessed_building_value,assessed_total_value,tax_year,market_year,total_tax,use_classes,zoning,land_use,parcel_area_sqft,acres,year_built,finished_sqft,above_ground_area,below_ground_area,total_units,building_use
parcel-1102824240123,1102824240123,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-11-01,109000.0,93000.0,239100.0,332100.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,4985.0,0.11,1928,,1408.0,,,Single Family House
parcel-1102824310178,1102824310178,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,105000.0,240300.0,345300.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,4508.0,0.1,1914,,1530.0,,,Single Family House
parcel-1102824320068,1102824320068,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,96000.0,209800.0,305800.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,4125.0,0.09,1915,,1339.0,871.0,,Single Family House
parcel-1102824330166,1102824330166,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,112000.0,229100.0,341100.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,4729.0,0.11,1930,,1530.0,1110.0,,Single Family House
parcel-1102824330183,1102824330183,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,69000.0,154800.0,223800.0,2026,2025,,Residential | Special Taxing Districts,Residence Goods and Services,,4938.0,0.11,1947,,800.0,,,Single Family House
parcel-1102824430027,1102824430027,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2002-03-01,162000.0,141000.0,170500.0,311500.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5346.0,0.12,1956,,960.0,,,Single Family House
parcel-1102824430086,1102824430086,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,123000.0,132700.0,255700.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,4108.0,0.09,1951,,733.0,,,Single Family House
parcel-1102924130062,1102924130062,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,117000.0,270400.0,387400.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,4911.0,0.11,1990,,1307.0,698.0,,Single Family House
parcel-1102924130156,1102924130156,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,114000.0,139000.0,253000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,4651.0,0.11,1919,,1020.0,,,Single Family House
parcel-1102924130185,1102924130185,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,154000.0,259000.0,413000.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 2,,9306.0,0.21,1973,,2158.0,,,Duplex
parcel-1102924130262,1102924130262,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1992-09-01,85000.0,115000.0,231200.0,346200.0,2026,2025,,Residential | Special Taxing Districts,Neighborhood Mixed Use,,5151.0,0.12,1987,,973.0,,,Single Family House
parcel-1102924140160,1102924140160,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1988-10-01,38000.0,140000.0,228300.0,368300.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,7222.0,0.17,1990,,1516.0,878.0,,Single Family House
parcel-1102924240096,1102924240096,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-06-01,69500.0,102000.0,180300.0,282300.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5047.0,0.12,1999,,1176.0,,,Single Family House
parcel-1102924240097,1102924240097,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-11-01,152900.0,88000.0,245900.0,333900.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,3933.0,0.09,1999,,1376.0,,,Single Family House
parcel-1102924310043,1102924310043,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2000-05-01,139900.0,134000.0,228200.0,362200.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,6811.0,0.16,1900,,2055.0,,,Single Family House
parcel-1102924320103,1102924320103,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,110000.0,207100.0,317100.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 3,,6785.0,0.16,1974,,1736.0,,,Duplex
parcel-1102924320115,1102924320115,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,97000.0,169000.0,266000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,3539.0,0.08,1984,,1242.0,,,Single Family House
parcel-1102924330036,1102924330036,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,425700.0,3104300.0,3530000.0,2026,2025,,Apartment | Special Taxing Districts,Urban Neighborhood 2,,28380.0,0.65,1966,,21165.0,,32,Apartment 6+ Unit
parcel-1102924420043,1102924420043,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,127000.0,286900.0,413900.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 3,,6819.0,0.16,1983,,2322.0,,,Duplex
parcel-1111821110087,1111821110087,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,56000.0,175100.0,231100.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,8800.0,0.2,1971,,864.0,864.0,,Single Family House
parcel-1111821110112,1111821110112,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,45000.0,202600.0,247600.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5208.0,0.12,1972,,1248.0,,,Single Family House
parcel-1111821110113,1111821110113,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,45000.0,255800.0,300800.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5204.0,0.12,1922,,1728.0,,,Single Family House
parcel-1111821110183,1111821110183,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,44000.0,172800.0,216800.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5017.0,0.12,1969,,1008.0,,,Single Family House
parcel-1111821120043,1111821120043,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,53000.0,361400.0,414400.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 1,,7633.0,0.18,1972,,2317.0,,,Duplex
parcel-1111821120138,1111821120138,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,52000.0,171400.0,223400.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,7503.0,0.17,1954,,974.0,,,Single Family House
parcel-1111821210103,1111821210103,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2002-08-01,157000.0,44000.0,213300.0,257300.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5061.0,0.12,1954,,1071.0,,,Single Family House
parcel-1111821210116,1111821210116,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,44000.0,175500.0,219500.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,4998.0,0.11,1972,,1040.0,,,Single Family House
parcel-1111821230026,1111821230026,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,52000.0,175600.0,227600.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 1,,12684.0,0.29,1977,,1248.0,,,Single Family House
parcel-1111821330041,1111821330041,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,57000.0,252000.0,309000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,6334.0,0.15,1981,,1536.0,768.0,,Single Family House
parcel-1111821340151,1111821340151,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,47000.0,183000.0,230000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5024.0,0.12,1971,,1118.0,1118.0,,Single Family House
parcel-1111821430007,1111821430007,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,51000.0,161500.0,212500.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,6138.0,0.14,1972,,904.0,,,Single Family House
parcel-1111821430015,1111821430015,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1987-12-01,32000.0,43000.0,242000.0,285000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5283.0,0.12,1990,,1408.0,736.0,,Single Family House
parcel-1202824120097,1202824120097,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1987-12-01,30000.0,121000.0,230000.0,351000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,4891.0,0.11,1991,,1440.0,780.0,,Single Family House
parcel-1202824130141,1202824130141,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,120000.0,122600.0,242600.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,4908.0,0.11,1923,,672.0,672.0,,Single Family House
parcel-1202824140140,1202824140140,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2002-07-01,169900.0,123000.0,189000.0,312000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5079.0,0.12,1980,,1040.0,1040.0,,Single Family House
parcel-1202824210085,1202824210085,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,128000.0,155000.0,283000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5438.0,0.12,1976,,1092.0,1092.0,,Single Family House
parcel-1202824220141,1202824220141,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,95000.0,154200.0,249200.0,2026,2025,,Residential | Municipal Property,Residence Goods and Services,,4887.0,0.11,1922,,1235.0,970.0,,Single Family House
parcel-1202824230040,1202824230040,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,123000.0,132600.0,255600.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5080.0,0.12,1924,,1289.0,864.0,,Single Family House
parcel-1202824230233,1202824230233,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,120000.0,90500.0,210500.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,4878.0,0.11,1915,,936.0,624.0,,Single Family House
parcel-1202824240045,1202824240045,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1995-03-01,115900.0,110000.0,242700.0,352700.0,2026,2025,,Residential | Special Taxing Districts,Residence Goods and Services,,5209.0,0.12,1952,,1455.0,1080.0,,Single Family House
parcel-1202824320031,1202824320031,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2000-07-01,220000.0,138000.0,265900.0,403900.0,2026,2025,,Double Bungalow | Municipal Property,Residence Goods and Services,,5902.0,0.14,1917,,2102.0,801.0,,Duplex
parcel-1202824410049,1202824410049,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,141000.0,156900.0,297900.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5120.0,0.12,1971,,720.0,720.0,,Single Family House
parcel-1202824410230,1202824410230,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-08-01,134500.0,121000.0,264600.0,385600.0,2026,2025,,Double Bungalow | Special Taxing Districts,Residence Goods and Services,,5046.0,0.12,1910,,1900.0,,,Duplex
parcel-1202924140006,1202924140006,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,130000.0,142000.0,272000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5040.0,0.12,1972,,1092.0,1092.0,,Single Family House
parcel-1202924220027,1202924220027,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2000-03-01,175000.0,132000.0,266400.0,398400.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 1,,6992.0,0.16,1969,,1824.0,912.0,,Duplex
parcel-1202924230088,1202924230088,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,94000.0,174300.0,268300.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 3,,4072.0,0.09,1900,,1380.0,,,Single Family House
parcel-1202924230178,1202924230178,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,130000.0,175900.0,305900.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,6992.0,0.16,1900,,1390.0,602.0,,Single Family House
parcel-1202924240154,1202924240154,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,106000.0,210300.0,316300.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,4565.0,0.1,1904,,1591.0,884.0,,Single Family House
parcel-1202924320053,1202924320053,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1990-05-01,,130000.0,185200.0,315200.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,6880.0,0.16,1910,,1280.0,696.0,,Single Family House
parcel-1202924320118,1202924320118,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,129600.0,1066400.0,1196000.0,2026,2025,,Apartment | Special Taxing Districts,Residence Goods and Services,,10801.0,0.25,2023,,10032.0,,6,Apartment 6+ Unit
parcel-1202924330192,1202924330192,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,1332000.0,32418000.0,33750000.0,2026,2025,,Apartment | Special Taxing Districts,Corridor Mixed Use,,111000.0,2.55,1977,,14169.0,,333,Center Neigh/Comm.
parcel-1202924340024,1202924340024,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1997-02-01,10000.0,113000.0,304000.0,417000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,4867.0,0.11,2000,,1708.0,854.0,,Single Family House
parcel-1202924430112,1202924430112,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-08-01,165000.0,127000.0,286300.0,413300.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 2,,5975.0,0.14,1978,,1074.0,1074.0,,Duplex
parcel-1211821120040,1211821120040,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,43000.0,159900.0,202900.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5273.0,0.12,1971,,1040.0,1040.0,,Single Family House
parcel-1211821120120,1211821120120,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,42000.0,187600.0,229600.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5178.0,0.12,1980,,1230.0,1230.0,,Single Family House
parcel-1211821210046,1211821210046,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,46000.0,116500.0,162500.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,6127.0,0.14,1936,,816.0,,,Single Family House
parcel-1211821210136,1211821210136,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2002-04-01,148500.0,44000.0,145700.0,189700.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5520.0,0.13,1945,,1084.0,784.0,,Single Family House
parcel-1211821310039,1211821310039,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2002-05-01,147500.0,37000.0,178100.0,215100.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5162.0,0.12,1927,,1044.0,676.0,,Single Family House
parcel-1211821310113,1211821310113,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,36000.0,137000.0,173000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5052.0,0.12,1926,,994.0,672.0,,Single Family House
parcel-1211821320054,1211821320054,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,41000.0,157700.0,198700.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,6501.0,0.15,1941,,976.0,696.0,,Single Family House
parcel-1211821330038,1211821330038,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,37000.0,214000.0,251000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5118.0,0.12,1973,,1410.0,690.0,,Single Family House
parcel-1211821340042,1211821340042,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,31000.0,190000.0,221000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5128.0,0.12,1973,,1288.0,,,Single Family House
parcel-1211821340066,1211821340066,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,31000.0,173900.0,204900.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5132.0,0.12,1973,,1092.0,1092.0,,Single Family House
parcel-1211821340223,1211821340223,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2003-09-01,14865.0,46000.0,324300.0,370300.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 1,,14797.0,0.34,1960,,2290.0,1070.0,,Duplex
parcel-1302824410005,1302824410005,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-11-01,111000.0,140000.0,178800.0,318800.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5045.0,0.12,1920,,1328.0,880.0,,Single Family House
parcel-1302824410176,1302824410176,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,142000.0,230700.0,372700.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5109.0,0.12,1920,,1794.0,832.0,,Single Family House
